tweet_text,class_label
RT @JanisYoumans: PRAY FOR ITALY.. #PrayForItaly #Earthquake #Destruction #Rescue #Aid #Aftershocks,sympathy_and_support
RT @TheMikePrencipe: Prayers to all those who are suffering. #ItalyEarthquake ⚡ At least 120 dead following earthquake in Italy,sympathy_and_support
RT @jordanmanie: Such a sad newsMy prayers go out to everyone who’s been affected. Stay strong.Ὁ9 #PrayForItaly.,sympathy_and_support
RT @JarellRegencia: My heart goes out to Italy. ἞E἟9 Let us pray for the souls of the victims. ὢ2 #PrayForItaly #ItalyEarthquake,sympathy_and_support
RT @RoseHorowitz31: Prayers for people in #Italy. May they find more survivors like the 10-year-old girl rescued. @riotta,sympathy_and_support
RT @Citalia_Holiday: Our thoughts and prayers are with Italia today #ItalyEarthquake,sympathy_and_support
Text a message with ❤ at 45500 for donate 2 euros #PrayForItaly,rescue_volunteering_or_donation_effort
RT @sunriseon7: Death toll rises to 120 following #ItalyEarthquake. #sun7,injured_or_dead_people
RT @CNNnewsroom: #ItalyEarthquake: Rescuer trying to comfort woman trapped beneath rubble,rescue_volunteering_or_donation_effort
RT @ItalyUN_NY: Stories of solidarity: during #ItalyEarthquake Italy-hosted #migrants rushed to join rescue efforts #WithRefugees,rescue_volunteering_or_donation_effort
Send a message to 45500 to donate ❤️ὤFἿB #PrayingForItaly #ItalyEarthquake #terremoto RT and Spread to HELP ἞E἟9,rescue_volunteering_or_donation_effort
RT @ValerioDeC: #ItalyEarthquake. Day of national mourning for the victims. 290 people dead. 388 wounded. Thousands left homeless,injured_or_dead_people
RT @angelo_martelli: #ItalyEarthquake Please donate to @crocerossa at  Also from abroad BIC/SWIFT: CRPPIT2P086 ht,rescue_volunteering_or_donation_effort
"to assist in rescue and relief operations, in coordination with Italy’s Civilian Protection agency. #ItalyEarthquake",rescue_volunteering_or_donation_effort
RT @foodiamo: RT @dreamofitaly Donate to #ItalyEarthquake relief funds and then reward yourself with #amatriciana ἵD #VirtualSagra,rescue_volunteering_or_donation_effort
"One of the positive thing is the presence of amazing people, qualified Aid in #Amatrice Thanks to all with all our heart #ItalyEarthquake",rescue_volunteering_or_donation_effort
RT @Rasa171a: #BreakingNews Saudi airstrike kills at least 5people In Saada #Yemen 8/24/2016 #PrayForItaly,injured_or_dead_people
#ItalyEarthquake Reporters Notebook: Survivors speak of trauma in wake of Italys deadly earthquake | Fox News |,other_relevant_information
RT @murphysprincezz: This is heartbreaking #PrayForItaly my thoughts and heart go out to all victims and families whove been affected ❤ ht,sympathy_and_support
Sant Angelo. A beautiful hamlet reduced to nearly all rublle after the #ItalyEarthquake #terremoto @afpfr @AFP,infrastructure_and_utility_damage
RT @MadForItaly: Help Italy #Amatrice #ItalyEarthquake #donate,requests_or_urgent_needs
"RT @AllentownDioces: #PopeFrancis led 11,000 pilgrims praying rosary for #ItalyEarthquake victims #PrayforItaly  htt",sympathy_and_support
Thank you World!἞E἟9 #terremoto #TerremotoItalia #ItalyEarthquake #PrayersForItaly #PrayForItaly,sympathy_and_support
"Thinking of #ItalyEarthquake, the victims, rescuers, devastation. Sharing this video of a #dog who survived. #cano",rescue_volunteering_or_donation_effort
RT @ReadyNJ: Our hearts go out to all those affected by the #ItalyEarthquake #ReadyNJ #PrayForItaly,sympathy_and_support
RT @badIlandss: Please. Help my country Text this number 45500 to donate 2€ #prayforitaly,rescue_volunteering_or_donation_effort
"RT @selaland: Please pray for our italian brothers and sisters, my heart is with all of them. Such a huge tragedy #prayforitaly",sympathy_and_support
"RT @LucyKafanov: Horrific scene in Amartice - buildings crushed to rubble, residents trapped, terrifying aftershocks #ItalyEarthquake",infrastructure_and_utility_damage
The death toll in Umbria keeps climbing. So sad. #ItalyEarthquake,injured_or_dead_people
#prayforitaly all my thoughts go to those who are suffering,sympathy_and_support
RT @JillMorrisFCO: My thoughts are with the Burnett &amp; Henniker-Gotley families at this very difficult time. Our staff continue to support t,sympathy_and_support
Sending my love to everyone that was affected by the earthquake in one of the most beautiful places in the world ἞E἟9✨ #PrayForItaly,sympathy_and_support
RT @domenicacooks: Some links to donate to the #ItalyEarthquake relief effort. Please share others if you have them:,rescue_volunteering_or_donation_effort
"Along with the British couple killed in #ItalyEarthquake, the child of family friends also died. 14 year old Marcos Burnett. @SkyNews",injured_or_dead_people
"RT @latoyajackson: How devastating 6.2 magnitude #earthquake, #prayers to all affected by the #ItalyEarthquake! Please continue to be #safe",sympathy_and_support
RT @AzadiRojava: #Terremoto earthquake took so many lives. A black day for the Italian people.,injured_or_dead_people
"@pixodentist #ItalyEarthquake we lost people lives, and many historic buildings and amazing Art of 1200, 1400",injured_or_dead_people
"RT @PJayAlu: Praying for the peace and comfort of Almighty God over all those affected by the tragic earthquake in Amatrice, Italy. ❤ #Pray",sympathy_and_support
RT @gvolkaert: Terrible how nature shakes up a country &amp; harms people. My thoughts are w/ the victims #ItalyEarthquake #loveItaly /,sympathy_and_support
RT @OutlanderOnline: Heres the link for the Italian Red Cross to donate:  #terremoto #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @crybabycliffxrd: I just saw the news this is so sad my thoughts go out to the ones who got affected by the earthquake #PrayForItaly,sympathy_and_support
Thanks Blake we need some help❤️,sympathy_and_support
Italian earthquake: restaurants urged to give €2 for each serving of towns famous pasta #ItalyEarthquake,rescue_volunteering_or_donation_effort
All my thoughts and prayers go to Italy Ὁ6. Hoping Europe pulls together quickly now. #ItalyEarthquake #Italy,sympathy_and_support
RT @CBisogniero: President Obama @POTUS assured Italian President Sergio Mattarella that the US is ready to provide aid and assistance #Ita,rescue_volunteering_or_donation_effort
RT @jonnykanyon: Devastating news out of Italy. Sending thoughts and love. Stay safe everyone #ItalyEarthquake,sympathy_and_support
RT @ricdil1: #ItalyEarthquake #PrayingForItaly Day of national mourning for 290 victims Oggi #luttonazionale #Brazil,injured_or_dead_people
@camilacabello97 camiiiplease..help we #PrayForItaly i love youu &lt;3 :[,sympathy_and_support
RT @fox28columbus: BREAKING: Italian officials say the death toll from #ItalyEarthquake has risen to 120 people  htt,injured_or_dead_people
RT @0971gianluca: Today Italian Songs for #ItalyEarthquake MARLENE KUNTZ Impressioni di Settembre 2009,sympathy_and_support
The latest The Marco Fratoddi Daily!  Thanks to @everyone_it @PotsyMonsignori @maxgreco #terremoto #italyearthquake,other_relevant_information
Gods judgments are unknown to us.#Amatrice #PrayForItaly #TerremotoItalia #earthquake,sympathy_and_support
RT @KevinRyanII: Prayers to the victims and those affected by the tragedy in #ItalyEarthquake #ItalyQuake #Italy Godbless,sympathy_and_support
"RT @srmmichael: Continuing to pray for all those affected by #ItalyEarthquake: for those who died &amp; their families, &amp; for those still trapp",sympathy_and_support
RT @NickCompise: Thoughts and prayers to everyone in Italy. #ItalyEarthquake #PrayForItaly,sympathy_and_support
Tonight a #Prayer for #Amatrice #Accumoli #ArquatadelTronto #pescaradeltronto #terremoto #ItalyEarthquake #earthquake,sympathy_and_support
RT @brianmaycom: .@BBCNews - Earthquake strikes central Italy - at 3.30AM - some buildings had collapsed. #italyeart,infrastructure_and_utility_damage
@bryanaholly sweet Bryana a little thought for #ItalyEarthquake entire villages were destroyed and more than 100 people died. Love you ὡ9❤,injured_or_dead_people
RT @RegioneLazio: #ItalyEarthquake #PrayingforItaly how can you help from abroad? You may donate by bank transfer with these details :,rescue_volunteering_or_donation_effort
RT @UPI: #ItalyEarthquake update: At least 250 killed as more aftershocks jolt rescue efforts,injured_or_dead_people
RT @NBCNewYork: Dramatic images show the city of Amatrice reduced to rubble after #italyearthquake,other_relevant_information
"RT @Federation: Response to #ItalyEarthquake continued through the night: 426 volunteers, 109 vehicles &amp; 2 field kitchens deployed.",rescue_volunteering_or_donation_effort
#ItalyEarthquake if you are in #italy today visit a public #museum. tickets money go2 quake hit area #museums4italy,rescue_volunteering_or_donation_effort
"Continue to #PrayForItaly ὤFἿB as the death toll climbs above 120 after the 6.2 earthquake, more",injured_or_dead_people
RT @antigoni_pagali: shop from Italia Team on Etsy to support earthquake victims #earthquakeaid #PrayForItaly  via,rescue_volunteering_or_donation_effort
RT @_Aimesss: earthquake in the homeland. prayers up for Italy ὤFἿD἞E἟9 #ItalyEarthquake,sympathy_and_support
Last update. Death toll: 120. #earthquake #prayforitaly #BreakingNews,injured_or_dead_people
Im sending Love and happy thoughts only to Italy Best believe your in my thoughts ♥ὤF #ItalyEarthquake #PrayForItaly,sympathy_and_support
RT @LexiSal: The town we stayed in while I was in Italy is destroyed after that earthquake ὢ2 #prayforitaly,infrastructure_and_utility_damage
"#ItalyEarthquake praying for anyone who were effected by the earthquake; Italy, families, relatives or anyone else. Pray for Italy!! ὤF",sympathy_and_support
RT @FifthHarmonyITA: Thank you to all the update accounts and people who sent nice thoughts and prayers our way. God bless you! ❤️ #PrayFor,sympathy_and_support
"RT @cnni: JUST IN: Death toll in #ItalyEarthquake is now at 73, according to the Civil Protection Agency #terremoto",injured_or_dead_people
RT @AlArabiya_Eng: Aftershocks rattle Italian quake zone; toll rises to 250  #ItalyEarthquake,injured_or_dead_people
"Donate, please.. ὤFἿD #PrayForItaly",rescue_volunteering_or_donation_effort
My prayers and thougths with victim of earthquake. #prayforitaly :(,sympathy_and_support
Special #MITP2016 on Tues. Fundraiser to help #ItalyEarthquake victims. Hope to see you there! ~@BrooksyRadio,rescue_volunteering_or_donation_effort
RT @C4Ciaran: 49 confirmed dead in Pescara del Tronto is almost 50% of the towns population. Awful. #ItalyEarthquake,injured_or_dead_people
RT @dornanjohnsonn: Sending my love and prayers to the people affected by the earthquake and to the people that lost their loved ones. #Pra,sympathy_and_support
"Unfortunately here in Italy is a bad day, the earthquake because many dead ὡ4 #Prayforitaly @TeriPolo1",injured_or_dead_people
RT @Anshuya890000: My prayers go to the Families and friends of Victims #ItalyEarthquake #PrayforItaly,sympathy_and_support
RT @chiccaromanista: I can not believe more than 159 people have died from another earthquakeὢDὤ8 #PrayForItaly ἞E἟9,injured_or_dead_people
You can #donate to the #ItalianRedCross in favor of the victims of the #italyearthquake,rescue_volunteering_or_donation_effort
@NiallOfficial please pray for Italy. #PrayForItaly Unity is strenght.,sympathy_and_support
RT @euronews: [no comment] #Drone footage shows the level of damage in #Amatrice #ItalyEarthquake,infrastructure_and_utility_damage
Rescue operations continue on day two list #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @NikkiSixx: Sad horrific news coming out of Italy after a massive earthquake hit them.Prayers for the beautiful people of the #ItalyEart,sympathy_and_support
The frantic efforts to rescue two British families caught up in the #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @stylesmyshine: Donate al 45500 ❤️ #TerremotoItalia #PrayForItaly,rescue_volunteering_or_donation_effort
Sad news Im so sorry for your lost. :( My thoughts and prayers go out to everyone whos been affected #PrayForItaly ὤF Stay safe Ὁ9,sympathy_and_support
RT @hasmikch: This is awful! My thoughts and prayers are with you! #PrayForItaly #terremoto @TwittGiorgio @GaiaGaudenzi @lilysei /,sympathy_and_support
RT @bornforzayn: this is heartbreaking. my thoughts and prayers are on the victims and their families ὤFἿB #PrayForItaly,sympathy_and_support
RT @WorldVisionUK: #ItalyEarthquake: Death toll reaches 247 (). #WorldVision teams are assessing relief response htt,injured_or_dead_people
Our thoughts are with #Italy in this difficult time #earthbrake #prayforitaly #ENTER2017,sympathy_and_support
RT @EveryEDMvine: My prayers go out to the victims affected by the earthquake that rocked Central Italy ὤFἿB἞E἟9 #PrayForItaly #Toronto,sympathy_and_support
Cant bear to look at the news right now. Almost 300 dead because of the #earthquake. #ItalyEarthquake,injured_or_dead_people
"@emi_s_23 Good afternoon Emi! Quiet night here, but how much destruction this earthquake! Ὁ4ὡ4ὢ2 #TerremotoItalia #ItalyEarthquake",other_relevant_information
"RT @Klarogooner: To the victims and their families and all the people affected by the earthquake, you are in my thoughts and prayers ❤️἞E἟9 #",sympathy_and_support
"RT @unisdr: Why the Italy Quake Was So Severe, via @nytimes #ItalyEarthquake #switch2sendai #IDDR2016",other_relevant_information
"RT @luna_ciarma: This is happening 2h from me. I am so scared, but so lucky to be ok. #PrayForItaly #terremoto #nonsiamocosisoli .",sympathy_and_support
RT @shawnmendesofp: Our heroes #PrayForItaly #terremoto,sympathy_and_support
"RT @smaguiredaily: The earthquake in Italy is devastating. Many people lost everything. If you can help, please do. #PrayforItaly",requests_or_urgent_needs
RT @latimes: The #ItalyEarthquake death toll is now at 73,injured_or_dead_people
"If you want to donate to the #ItalianRedCross via #paypal go to . page is Italian only, but easy #italyearthquake",rescue_volunteering_or_donation_effort
Update: At least 120 reported dead after strong earthquake rocks central Italy  #ItalyEarthquake #terremoto,injured_or_dead_people
#PrayForItaly #amatriciana #terremoto Great initiative,sympathy_and_support
RT @wastethexnight: #PrayForItaly text or call 45500 to donate! ὤFἿC,rescue_volunteering_or_donation_effort
RT @MarranaGrande: #PrayForItaly #terremoto My God! The end is near ὢDὢDὢDὢD,sympathy_and_support
"RT @We_Promise_1D: Im seeing the Pray for Italy &amp; i see it was an earthquake. This tweet is beyond ignorant, stop judging people-Kenya http",sympathy_and_support
RT @gulestweet: Refugees volunteering in the relief effort #ItalyEarthquake #ItalyQuake #terremoto,rescue_volunteering_or_donation_effort
"Can you help Italy? Please, send a message to 45500. #ItalyEarthquake #PrayForItaly",rescue_volunteering_or_donation_effort
"RT @Daily_Namjoon: So many earthquake happened!! Our hearts, thoughts and prayers goes out to everyone! May God be with you all. #PrayforIt",sympathy_and_support
Grazie for your support @ladygaga #terremoto #ItalyEarthquake,sympathy_and_support
RT @stayforKidrauhl: This is heartbreaking. My thoughts and prayers go out to all those affected. Stay safe #PrayForItaly,sympathy_and_support
RT @MartinSchulz: Look fwd to debate EU agenda for the months ahead @PES_PSE leaders meeting in #Paris. Our thoughts will be with victims,sympathy_and_support
RT @Global_Montreal: Live Coverage: Powerful earthquake in Italy kills at least 73 #ItalyEarthquake,injured_or_dead_people
Please keep my beloved country and all the families affected by this earthquake in your prayers Ὁ9 ἞E἟9 #PrayForItaly #TerremotoItalia,sympathy_and_support
for donations from outside Italy. Can you RT please? Thank you. @KseniaSolo @sashaalexander #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @infinityora: I just donated 2€ to the victims of the earthquake in Italy by sending a message to 45500. Make your difference. Do the sa,rescue_volunteering_or_donation_effort
RT @fox25news: Prayers for #ItalyEarthquake victims during mass at church in the North End in #Boston  /,sympathy_and_support
Thinking of those affected by the #earthquake in #Italy. #ItalyEarthquake,sympathy_and_support
and Im gonna give them to the survivors of the earthquake here in Italy #PrayForItaly ❤️,sympathy_and_support
RT @RosieChloe: Donate to the Italian Red Cross easily via paypal here to help those affected by #ItalyEarthquake #TerremotoItalia:,rescue_volunteering_or_donation_effort
• #ItalyEarthquake • The highest number of victims in #Rieti. #Amatrice is actually a ghost town. Death toll: 159. #earthquake #Italy,injured_or_dead_people
RT @foodiamo: hey @foodgps wanna support #ItalyEarthquake relief here in LA? Visit these restaurants and spread the word,rescue_volunteering_or_donation_effort
It has been a long day. At least 24 mln people live in seismic area in Italy. How many houses with earthquake engineering? #ItalyEarthquake,other_relevant_information
"Still extracting bodies from under the rubble, setting up tents, providing water in #Amatrice, #ItalyEarthquake",injured_or_dead_people
RT @azzurri: #Italy #U17s wore black armbands for the #ItalyEarthquake victims in a 2-0 win vs. Bosnia:,sympathy_and_support
RT @Bronte_Oakville: Pray for people missing and for the survival of the spirit for all after this massive destruction.#ItalyEarthquake htt,sympathy_and_support
RT @trapgazi: My heart and prayers goes out to the families that were affected with the earthquake. #PrayForItaly,sympathy_and_support
RT @fsorbara: Prayers to all affected due to #ItalyEarthquake. Canada is with you. Le nostri preghiere sono con voi. Donate @ @crocerossa #,sympathy_and_support
#ItalyEarthquake If u want donating money-10/20/50€ or more-u can help the Croce Rossa Italiana  pls RT @RArmitage_US,rescue_volunteering_or_donation_effort
120 people died.. #PrayForItaly,injured_or_dead_people
RT @joeykidney: I hope everyone involved in or has family involved in the #ItalyEarthquake is okay and doing alright. My thoughts and praye,sympathy_and_support
RT @Favlling4u: guys over 200 dead people for the earthquake #PrayForItaly,injured_or_dead_people
RT @SJUMission: Joining our sisters and brothers on the @SJURome campus as we pray together for the victims of #ItalyEarthquake,sympathy_and_support
"@CNNPolitics @danmericaCNN Forget victims of Louisianas flood, or 2 sec tweets condolences to #ItalyEarthquake. #Hillary Show Me The Cash!",sympathy_and_support
D-O-N-A-T-E!!! #45500 #Terremoto #PotezioneCivile #Solidarietà #PrayForItaly #Donazione,rescue_volunteering_or_donation_effort
A young girl was found alive and pulled from the rubble of the #ItalyEarthquake   (RT CNN),other_relevant_information
RT @PurposeTourUD: So so sad. Praying for all the families that have been affected by the earthquake #PrayForItaly,sympathy_and_support
Im helping @ShelterBox to support families left homeless by the #italyearthquake and elsewhere. You can too:,rescue_volunteering_or_donation_effort
RT @HuffingtonPost: Death toll from #ItalyEarthquake jumps to nearly 250,injured_or_dead_people
RT @PetesWire: Prayers in #Bostons #NorthEnd for the victims of devastating #ItalyEarthquake. #FOX25,sympathy_and_support
ὤF All of our thoughts &amp; prayers are with the people impacted by earthquake. #prayforitaly #Amatrice #italy,sympathy_and_support
Pray and help #myheartcry #PrayForItaly,sympathy_and_support
i will pray #PrayForItaly,sympathy_and_support
"Death toll in the 6.2-magnitude #ItalyEarthquake has risen to 247, said Italys civil protection agency",injured_or_dead_people
RT @Raine_Miller: #PrayForItaly #ItalyEarthquake ἞E἟9 Prayers to all affected by the earthquake in central Italy.,sympathy_and_support
RT @Jumpgyal: My favorite place in the world ☹️ὢDὢDthis is so sad My heart goes to everyone who has been affected. #PrayForItaly,sympathy_and_support
Ik earthquake cant be controlled but people in italy please be strong &amp; careful.I hope u all find the strength to go thru this #prayforitaly,sympathy_and_support
"Deadly Earthquake in Italy - help survivors, donate here through Caritas Italia.",rescue_volunteering_or_donation_effort
RT @Rosa_Camm: Help us People! #protezionecivile #prayforItaly #amatrice #CentroItalia #TerremotoItalia,requests_or_urgent_needs
RT @francyav: Woke up with the terrible news of the earthquake in central Italy. My thoughts to all my friends out there. #PrayForItaly,sympathy_and_support
Fantastic initiative @MiBACT! Sun Aug 28 #Italy state museums ticket sales to be donated to #ItalyEarthquake relief!,rescue_volunteering_or_donation_effort
Thx world for all your thoughts ❤ #PrayingForItaly #earthquake #terremoto #ItalyEarthquake,sympathy_and_support
"RT @NETELLER: To support all of the families impacted by the tragic #ItalyEarthquake this week, NETELLER is donating $10,000 to the Italian",rescue_volunteering_or_donation_effort
"RT @lifechurchmoore: We are praying for victims, families and friends of those affected by Wednesdays earthquake in Italy. #prayforitaly h",sympathy_and_support
RT @guidomigliozzi: My thoughts are with everyone effected by todays tragic events in Italy ἞E἟9#PrayforItaly,sympathy_and_support
Today my prayers goes to all the victims in Italy Stay strong ἞E἟9 #PrayforItaly,sympathy_and_support
RT @enriquesantos: My thoughts and prayers are with the #ItalyEarthquake victims. So sorry for the italian people. Strength for all of the,sympathy_and_support
RT @drshaheengulrez: Our deep and heartfelt condolences are with injured victims and families,injured_or_dead_people
Elderly woman at a tent camp near destroyed town of Pescara Del Tronto. Morning. #ItalyEarthquake,other_relevant_information
RT @TrishaThomasAP: Destroyed town of Sommati #ItalyEarthquake,infrastructure_and_utility_damage
"RT @GlobalGiving: The #ItalyEarthquake has caused significant damage. Survivors need your help to access food, water, and medicine.",requests_or_urgent_needs
RT @Yaila73: A Future for #Amatrice : Slow Food Launches a Initiative  #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @cnalive: Firefighters sent by Pope rescue 3-old-boy after earthquake  #ItalyEarthquake,rescue_volunteering_or_donation_effort
RT @ToniRuediger: Praying for all those affected by this mornings earthquake! ἞E἟9ὢAὤFἿD #Italy #ItalyEarthquake #terremoto,sympathy_and_support
"Please, share this message, its very important for us to get all the help you can give!",rescue_volunteering_or_donation_effort
#traLaVoglia di aspettare e sperare!ItalyEarthquake #prayforitaly #PrayForTheWorld #Italy #terremoto #earthquake,sympathy_and_support
"RT @5_Herose_5: [Admin K] 4 all the people affected by earthquakes &amp; other natural disasters, our hearts &amp; prayers are w/ youὉ4 #PrayForMyan",sympathy_and_support
RT @iamdarayus: This is extremely sad. #Italians are some of the nicest people youll ever meet. #Love &amp; #prayers! #ItalyEarthquake,sympathy_and_support
RT @Daily_Express: Massive earthquake DESTROYS whole town leaving at least 63 dead #Italyearthquake,injured_or_dead_people
"RT @Assisi_Project: #PopeFrancis: Let us pray for Italys earthquake victims, whom I will visit as soon as possible. #PrayingForItaly #It",sympathy_and_support
Worse news to wake up to All affected are in my thoughts and prayers I send you all my love !! #PrayersForItaly #ItalyEarthquake,sympathy_and_support
Rescue dogs taking a well-earned dip in #Amatrice #italyearthquake @ Amatrice (RI),rescue_volunteering_or_donation_effort
RT @_emmaferraro_: Prayers are with all of those affected from the #ItalyEarthquake ❤ὢD,sympathy_and_support
Please #HELP FOR #ItalyEarthquake READ THESE INDICATIONS  @samclaflin @U2 @emiliaclarke @jojomoyes @LeoDiCaprio,sympathy_and_support
"#PrayForItaly. Pray for my beautiful country, for all the people affected by the earthquake. ὢDὢDὢD stay strong, I love you",sympathy_and_support
"RT @aleplauto: 4⃣5⃣5⃣0⃣0⃣ #sms45500 2€ per le vittime del #terremoto, tutto il resto è #PrayForItaly. #RT #TerremotoItalia",rescue_volunteering_or_donation_effort
RT @US__Marshall: My deepest condolences to the family of victims of #ItalyEarthquake ἞E἟9,sympathy_and_support
"RT @orderofmalta: Listen to the @news_va_en interview with Giorgio Minguzzi, #OrderofMalta volunteer in #Amatrice #ItalyEarthquake /",rescue_volunteering_or_donation_effort
RT @DKurdistan: Israeli aid group building shelters for Italy quake victims  #Israel ἞E἟1 #Italy ἞E἟9 #ItalyEarthquake #,rescue_volunteering_or_donation_effort
Omg they saved a little girl who was buried under the ruins ὢDὉ5 #terremoto #PrayForItaly,sympathy_and_support
RT @gabriellamileti: @niaforg is raising money for the earthquake victims. Please help &amp; donate at  #PrayForItaly ht,rescue_volunteering_or_donation_effort
"huge catastrophe.Whole town gone, people died &amp; injured. PLS TAKE A MOMENT TO SEND HEALING PRAYERS #ItalyEarthquake",injured_or_dead_people
RT @JerseyGirl097: Thoughts and prayers for everyone affected! ὤFἿB❤️ #PrayForItaly,sympathy_and_support
RT @Alitalia: Our thoughts and our hearts are with all earthquake victims and with Italy at this time. #PrayForItaly,sympathy_and_support
So many people died. Still praying and thinking of all the victims #PrayForItaly,injured_or_dead_people
RT @whosurtwit: #terremoto #ItalyEarthquake #CNN Italys Civil Protection Department now saying death toll is 247,injured_or_dead_people
Italy earthquake: drone footage reveals extent of damage near Pescara del Tronto  via @telegraphnews #ItalyEarthquake,infrastructure_and_utility_damage
Thinking of the victims of the #italyearthquake today in #Perugia and across central #Ital,other_relevant_information
#PrayForItaly my country. my love. I hope God can hear all our messages and helps us through this moment. Dear God please help us,sympathy_and_support
RT @SteveNormanReal: Oh my! Only just found out about the earthquake in Italy. In shock. My heart goes out to everyone affected ἞E἞A❤️ #Italy,sympathy_and_support
RT @SkyNewsAust: The death toll from the #ItalyEarthquake has risen to 267 #Italy #ItalyQuake,injured_or_dead_people
@UNICEF @PalomaUnicef @UNICEFmedia @scrowe_unicef 247 died at this moment. Lots of children. #ItalyEarthquake,injured_or_dead_people
RT @AstroTerry: Thoughts and prayers for the earthquake victims in #Italy #ItalyEarthquake,sympathy_and_support
RT @EricXWest: My thoughts and prayers go out to all the victims and families of the #ItalyEarthquake,sympathy_and_support
"RT @NJHNEWS: Thoughts are with everyone affected by the earthquake, sending you all my love ἞E἟9❤️ #PrayForItaly",sympathy_and_support
RT @0971gianluca: ZUCCHERO Il Volo 1995 GREAT ITALIAN SONG FOR THE VICTIMS OF #ItalyEarthquake #Mellotron,sympathy_and_support
RT @OnyxandAlexa: How you can help those affected by earthquake→ #ItalyEarthquake #HelpItaly #aiutiterremoto,rescue_volunteering_or_donation_effort
RT @shawnmendesofp: Thank you Beyoncé! #PrayForItaly #terremoto #Forza,sympathy_and_support
"We are not earthquake victims, we want rise again. (from #Amatrice) #ioterremoto #ItalyEarthquake #PrayForItaly",sympathy_and_support
"RT @dwnews: UPDATE: #ItalyEarthquake death toll rises to 247, according to authorities in the country #terremoto",injured_or_dead_people
"RT @AnthonyPullano1: In the face of tragedy and resolute strength, Amitrices Clock Tower is still standing. It is a #beacon of hope. http",other_relevant_information
"RT @RedCrossAU: .@crocerossa teams still providing health care, support for ppl affected by #ItalyEarthquake which claimed over 280 lives",rescue_volunteering_or_donation_effort
RT @phil500: Waking to the terrible news coming from Italy. My thoughts and prayers are with Italy and all the rescue workers there #ItalyE,sympathy_and_support
@MrJDScott @StillClaudia72 @MrDrewScott @MrSilverScott thoughts and prayers to those impacted by this earthquake. #ItalyEarthquake,sympathy_and_support
RT @ItalyinUS: You can support rescue &amp; relief efforts for victims of the #ItalyEarthquake by donating to the Italian Red Cross: .,rescue_volunteering_or_donation_effort
Donate. #PrayForItaly #protezionecivile,rescue_volunteering_or_donation_effort
RT @TerryMcSweeney: Aid from #BayArea for #ItalyEarthquake victims. Not just $ being sent. @nbcbayarea at 11,rescue_volunteering_or_donation_effort
RT @SenMarkey: My prayers are w the people of Italy and Amatrice. The US stands ready to provide support &amp; strength in this time of need. #,sympathy_and_support
RT @nfspplay: #PrayForItaly #Terremoto #Earthquake Hoy todos somos Italia. Today we are all Italy. ὢ2,sympathy_and_support
RT @niaforg: Join #NIAF in supporting the victims of the #ItalyEarthquake -ALL proceeds go toward rebuilding stricken communities,rescue_volunteering_or_donation_effort
RT @Seeker_Fans: Please guys help our beloved Country to rise up You can donate here:  #ItalyEarthquake #PrayForIta,rescue_volunteering_or_donation_effort
#ItalyEarthquake want to help from the US? Here’s how to do it with a text.,rescue_volunteering_or_donation_effort
RT @milossofia: @milossofia #ItalyEarthquake the number has risen to 250 people dead and 360 wounded . Devastating Ὁ4,injured_or_dead_people
Im so scared about what happened today. #PrayForItaly #terremoto,sympathy_and_support
RT @JordanElizabeth: Pray for the people of Italy who lost loved ones and homes in the terrible earthquake. #PrayForItaly ὤF,sympathy_and_support
#PrayForItaly Italy mourns quake victims as death toll approaches 160 (PHOTOS),sympathy_and_support
#ItalyEarthquake @bluehousekorea @peopleparty21 DOGS IN #ITALY SAVE CHILDREN❗ DOGS IN #SouthKorea ARE BOILED ALIVE❗,rescue_volunteering_or_donation_effort
"RT @ItaliaHandmade: Crafters in solidarity with central Italian earthquake victims: give, support  #PrayForItaly #Ea",sympathy_and_support
RT @Hopeesperanz: italyEarthquake UNITA CINOFILE #CanineTeams were very grateful to the dogs 4 their help to #rescue people.NotFood http,rescue_volunteering_or_donation_effort
Sending thoughts and prayers to Italy after that terrible earthquake ἞E἟9 #ItalyEarthquake,sympathy_and_support
RT @providencecol: All PC students in Rome are safe and have reported. We pray for all of the earthquake victims and their families. #Italy,sympathy_and_support
"My latest #Italyearthquake Theyre dead, too:Survivors of Italian quake take stock of loved ones and property lost",injured_or_dead_people
RT @JacopoOttaviani: The map of seismic risk in Italy provided by @INGVterremoti #ItalyEarthquake #terremoto,other_relevant_information
RT @timesofindia: Aftershocks rattle Italy as national mourning begins  #ItalyEarthquake,sympathy_and_support
"RT @lauren_madden_: no words to describe how heartbreaking this is, praying for everyone affected and the italian peopleὡEὤF❤️ #PrayForItaly",sympathy_and_support
"RT @Zeruyu: 6.2 magintude in Ueki, #Japan: 9 deaths. 6.2 magintude in Central #Italy: 250+ deaths. Italy needs better building codes! #Ita",injured_or_dead_people
Many are praying for the victims of the #ItalyEarthquake in the North End. #necn #ItalyQuake @NECN,sympathy_and_support
RT @cnni: BREAKING: At least 4 dead in 6.2 magnitude #ItalyEarthquake according to CNN affiliate Rai.  /,injured_or_dead_people
